week_ending,area_name,count,average_2018_2019,variation
07 Jun 20,Glasgow City,50047,52778.5,-5.2
07 Jun 20,Highland,15883,18040.5,-12
07 Jun 20,Inverclyde,8011,8186.5,-2.1
07 Jun 20,Midlothian,6222,6523,-4.6
07 Jun 20,Moray,5455,6008,-9.2
07 Jun 20,NHS Ayrshire & Arran,35457,37772.5,-6.1
07 Jun 20,NHS Borders,9604,9668,-0.7
07 Jun 20,NHS Dumfries & Galloway,13739,14655,-6.3
07 Jun 20,NHS Fife,27262,28868.5,-5.6
07 Jun 20,NHS Forth Valley,24621,26409.5,-6.8
07 Jun 20,NHS Grampian,31015,34595.5,-10.3
07 Jun 20,NHS Greater Glasgow & Clyde,96784,103678.5,-6.6
07 Jun 20,NHS Highland,24654,27970,-11.9
07 Jun 20,NHS Lanarkshire,60156,62903,-4.4
07 Jun 20,NHS Lothian,52658,54352,-3.1
07 Jun 20,NHS Orkney,1363,1701.5,-19.9
07 Jun 20,NHS Shetland,2254,2083,8.2
07 Jun 20,NHS Tayside,27749,31673,-12.4
07 Jun 20,NHS Western Isles,1174,1469.5,-20.1
07 Jun 20,North Ayrshire,13501,14572,-7.3
07 Jun 20,North Lanarkshire,30309,32054.5,-5.4
07 Jun 20,Orkney Islands,1363,1701.5,-19.9
07 Jun 20,Perth & Kinross,9928,10780.5,-7.9
07 Jun 20,Renfrewshire,15035,16182.5,-7.1
07 Jun 20,Scotland,408490,437799.5,-6.7
07 Jun 20,Scottish Borders,9604,9668,-0.7
07 Jun 20,Shetland Islands,2254,2083,8.2
07 Jun 20,South Ayrshire,10231,11310,-9.5
07 Jun 20,South Lanarkshire,29847,30848.5,-3.2
07 Jun 20,West Dunbartonshire,8705,9757.5,-10.8
07 Jun 20,West Lothian,13000,13068,-0.5
07 Jun 20,Western Isles,1174,1469.5,-20.1
14 Jun 20,Aberdeen City,11425,12680,-9.9
14 Jun 20,Aberdeenshire,14590,15893.5,-8.2
14 Jun 20,Angus,6581,8217,-19.9
14 Jun 20,Argyll & Bute,9119,9855.5,-7.5
14 Jun 20,Clackmannanshire & Stirling,10631,11043.5,-3.7
14 Jun 20,Dumfries & Galloway,13969,14643.5,-4.6
14 Jun 20,Dundee City,10690,12035.5,-11.2
14 Jun 20,East Ayrshire,12198,11914.5,2.4
14 Jun 20,East Dunbartonshire,8308,9421.5,-11.8
14 Jun 20,East Lothian,6783,7210.5,-5.9
14 Jun 20,East Renfrewshire,6151,6413.5,-4.1
14 Jun 20,Edinburgh,25396,26412,-3.8
14 Jun 20,Falkirk,12690,12708.5,-0.1
14 Jun 20,Fife,26961,29498,-8.6
14 Jun 20,Glasgow City,50388,52324,-3.7
14 Jun 20,Highland,15937,17625,-9.6
14 Jun 20,Inverclyde,6980,8062,-13.4
14 Jun 20,Midlothian,6089,6077.5,0.2
14 Jun 20,Moray,5054,5680,-11
14 Jun 20,NHS Ayrshire & Arran,34863,36732.5,-5.1
14 Jun 20,NHS Borders,9942,10322,-3.7
14 Jun 20,NHS Dumfries & Galloway,13969,14643.5,-4.6
14 Jun 20,NHS Fife,26961,29498,-8.6
14 Jun 20,NHS Forth Valley,23321,23752,-1.8
14 Jun 20,NHS Grampian,31069,34253.5,-9.3
14 Jun 20,NHS Greater Glasgow & Clyde,95365,101107.5,-5.7
14 Jun 20,NHS Highland,25056,27480.5,-8.8
14 Jun 20,NHS Lanarkshire,59150,61624.5,-4
14 Jun 20,NHS Lothian,51791,53188,-2.6
14 Jun 20,NHS Orkney,1493,1475.5,1.2
14 Jun 20,NHS Shetland,2284,1997.5,14.3
14 Jun 20,NHS Tayside,26825,31029.5,-13.6
14 Jun 20,NHS Western Isles,1359,1437.5,-5.5
14 Jun 20,North Ayrshire,12253,13391,-8.5
14 Jun 20,North Lanarkshire,30241,30628.5,-1.3
14 Jun 20,Orkney Islands,1493,1475.5,1.2
14 Jun 20,Perth & Kinross,9554,10777,-11.3
14 Jun 20,Renfrewshire,14819,16145.5,-8.2
14 Jun 20,Scotland,403448,428542,-5.9
14 Jun 20,Scottish Borders,9942,10322,-3.7
14 Jun 20,Shetland Islands,2284,1997.5,14.3
14 Jun 20,South Ayrshire,10412,11427,-8.9
14 Jun 20,South Lanarkshire,28909,30996,-6.7
14 Jun 20,West Dunbartonshire,8703,8719.5,-0.2
14 Jun 20,West Lothian,13523,13488,0.3
14 Jun 20,Western Isles,1359,1437.5,-5.5
