date,area,data_set,variable,measurement,value,population,square_km,people_per_square_km
2020-06-16,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by NHS Labs - Daily,Count,3598,5463300,77910.79429999998,70.12250419323476
2020-06-16,Scotland,Testing - Daily,Daily people found positive,Count,15,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,General,Delayed discharges,Count,739,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,Ambulance attendances,COVID-19 suspected patients taken to hospital,Count,176,5463300,77910.79429999998,70.12250419323476
2020-06-16,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Negative,Count,195482,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,COVID-19 patients in hospital,Confirmed,Count,578,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,COVID-19 patients in ICU,Total,Count,18,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,COVID-19 patients in hospital,Total,Count,870,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,COVID-19 patients in hospital,Suspected,Count,292,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,Calls,Coronavirus helpline,Count,167,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,Calls,NHS24 111,Count,6551,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,COVID-19 patients in ICU,Suspected,Count,6,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,COVID-19 patients in ICU,Confirmed,Count,12,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,18030,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Negative,Count,192929,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,Testing - Daily,Daily people found positive,Count,29,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,210959,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,Ambulance attendances,COVID-19 suspected,Count,224,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,Ambulance attendances,Total,Count,1681,5463300,77910.79429999998,70.12250419323476
2020-06-12,Scotland,General,Delayed discharges,Count,766,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,Ambulance attendances,COVID-19 suspected patients taken to hospital,Count,152,5463300,77910.79429999998,70.12250419323476
2020-06-14,Forth Valley,COVID-19 patients in hospital,Suspected,Count,32,306640,2643.3061000000002,116.00623930766095
2020-06-14,Fife,COVID-19 patients in hospital,Suspected,Count,25,373550,1325.0352,281.9170388831934
2020-06-14,Highland,COVID-19 patients in hospital,Suspected,Count,25,321700,32565.8759,9.8784384300868755
2020-06-14,Grampian,COVID-19 patients in hospital,Suspected,Count,14,585700,8735.8564,67.04551599543234
2020-06-14,Ayrshire and Arran,COVID-19 patients in hospital,Suspected,Count,25,369360,3369.5133,109.61820509804784
2020-06-14,Dumfries and Galloway,COVID-19 patients in hospital,Suspected,Count,11,148860,6426.8724,23.162121594323235
2020-06-14,Borders,COVID-19 patients in hospital,Suspected,Count,9,115510,4731.787,24.411496121866854
2020-06-14,Tayside,COVID-19 patients in hospital,Suspected,Count,12,417470,7527.0736,55.46245754791079
2020-06-14,Lothian,COVID-19 patients in hospital,Suspected,Count,172,907580,1723.9554,526.4521344345683
2020-06-14,Lanarkshire,COVID-19 patients in hospital,Suspected,Count,64,661900,2241.8023000000003,295.2535109808746
2020-06-15,Grampian,COVID-19 patients in ICU,Total,Count,5,585700,8735.8564,67.04551599543234
2020-06-15,Scotland,General,Number of COVID-19 confirmed deaths registered to date,Count,2448,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,77573,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,76560,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,NHS workforce COVID-19 absences,Medical and dental staff,Count,109,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,NHS workforce COVID-19 absences,Nursing and midwifery staff,Count,2393,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,220577,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by NHS Labs - Daily,Count,2963,5463300,77910.79429999998,70.12250419323476
2020-06-15,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,1013,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,1279,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,Adult Care Homes - Daily,Number with current suspected COVID-19 cases,Count,366,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported more than one suspected COVID-19 case,Count,520,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,Adult Care Homes - Daily,Daily number of new suspected COVID-19 cases,Count,7,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,Adult Care Homes - Cumulative,Cumulative number of suspected COVID-19 cases,Count,6344,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,NHS workforce COVID-19 absences,All staff,Count,4939,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,NHS workforce COVID-19 absences,Other staff,Count,2437,5463300,77910.79429999998,70.12250419323476
2020-06-14,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported a suspected COVID-19 case,Count,684,5463300,77910.79429999998,70.12250419323476
2020-05-30,Scotland,NHS workforce COVID-19 absences,All staff,Count,5742,5463300,77910.79429999998,70.12250419323476
2020-05-30,Scotland,NHS workforce COVID-19 absences,Other staff,Count,2827,5463300,77910.79429999998,70.12250419323476
2020-05-30,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported more than one suspected COVID-19 case,Count,499,5463300,77910.79429999998,70.12250419323476
2020-05-30,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported a suspected COVID-19 case,Count,668,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,59016,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,641,5463300,77910.79429999998,70.12250419323476
2020-05-30,Scotland,NHS workforce COVID-19 absences,Medical and dental staff,Count,131,5463300,77910.79429999998,70.12250419323476
2020-05-30,Scotland,NHS workforce COVID-19 absences,Nursing and midwifery staff,Count,2784,5463300,77910.79429999998,70.12250419323476
2020-05-31,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,325,115510,4731.787,24.411496121866854
2020-05-31,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,1060,369360,3369.5133,109.61820509804784
2020-05-31,Fife,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,835,373550,1325.0352,281.9170388831934
2020-05-31,Dumfries and Galloway,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,260,148860,6426.8724,23.162121594323235
2020-05-30,Scotland,Adult Care Homes - Cumulative,Cumulative number of suspected COVID-19 cases,Count,5957,5463300,77910.79429999998,70.12250419323476
2020-05-30,Scotland,Adult Care Homes - Daily,Number with current suspected COVID-19 cases,Count,483,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,General,Number of COVID-19 confirmed deaths registered to date,Count,2362,5463300,77910.79429999998,70.12250419323476
2020-05-30,Scotland,Adult Care Homes - Daily,Daily number of new suspected COVID-19 cases,Count,6,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,COVID-19 patients in hospital,Total,Count,1074,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,COVID-19 patients in hospital,Suspected,Count,341,5463300,77910.79429999998,70.12250419323476
2020-05-30,Scotland,Ambulance attendances,COVID-19 suspected,Count,206,5463300,77910.79429999998,70.12250419323476
2020-05-30,Scotland,Ambulance attendances,Total,Count,1636,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,COVID-19 patients in ICU,Suspected,Count,7,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,COVID-19 patients in ICU,Confirmed,Count,20,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,COVID-19 patients in hospital,Confirmed,Count,733,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,COVID-19 patients in ICU,Total,Count,27,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Testing - Daily,Daily people found positive,Count,18,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,114322,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,169649,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by NHS Labs - Daily,Count,2588,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Negative,Count,98922,5463300,77910.79429999998,70.12250419323476
2020-05-30,Scotland,Ambulance attendances,COVID-19 suspected patients taken to hospital,Count,131,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,15400,5463300,77910.79429999998,70.12250419323476
2020-05-31,Greater Glasgow and Clyde,COVID-19 patients in ICU,Total,Count,7,1183120,1104.1419,1071.5289402566825
2020-05-31,Fife,COVID-19 patients in hospital,Confirmed,Count,63,373550,1325.0352,281.9170388831934
2020-05-31,Grampian,COVID-19 patients in hospital,Confirmed,Count,66,585700,8735.8564,67.04551599543234
2020-05-31,Forth Valley,COVID-19 patients in hospital,Confirmed,Count,10,306640,2643.3061000000002,116.00623930766095
2020-05-31,Ayrshire and Arran,COVID-19 patients in hospital,Confirmed,Count,11,369360,3369.5133,109.61820509804784
2020-05-31,Lothian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,2709,907580,1723.9554,526.4521344345683
2020-05-31,Lanarkshire,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,1987,661900,2241.8023000000003,295.2535109808746
2020-05-31,Shetland,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,54,22920,1468.0528,15.612517478935363
2020-05-31,Orkney,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,8,22270,988.7995,22.522260579622056
2020-05-31,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,1274,585700,8735.8564,67.04551599543234
2020-05-31,Forth Valley,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,928,306640,2643.3061000000002,116.00623930766095
2020-05-31,Highland,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,337,321700,32565.8759,9.8784384300868755
2020-05-31,Greater Glasgow and Clyde,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,3946,1183120,1104.1419,1071.5289402566825
2020-05-31,Western Isles,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,6,26720,3058.7225,8.735673144588958
2020-05-31,Tayside,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,1671,417470,7527.0736,55.46245754791079
2020-05-30,Greater Glasgow and Clyde,COVID-19 patients in ICU,Total,Count,9,1183120,1104.1419,1071.5289402566825
2020-05-30,Western Isles,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,6,26720,3058.7225,8.735673144588958
2020-05-30,Lothian,COVID-19 patients in ICU,Total,Count,9,907580,1723.9554,526.4521344345683
2020-05-30,Fife,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,834,373550,1325.0352,281.9170388831934
2020-05-30,Dumfries and Galloway,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,260,148860,6426.8724,23.162121594323235
2020-05-30,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,1273,585700,8735.8564,67.04551599543234
2020-05-30,Forth Valley,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,924,306640,2643.3061000000002,116.00623930766095
2020-05-30,Scotland,General,Number of COVID-19 confirmed deaths registered to date,Count,2353,5463300,77910.79429999998,70.12250419323476
2020-05-29,Scotland,Adult Care Homes - Daily,Daily number of new suspected COVID-19 cases,Count,39,5463300,77910.79429999998,70.12250419323476
2020-05-30,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,325,115510,4731.787,24.411496121866854
2020-05-30,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,1058,369360,3369.5133,109.61820509804784
2020-05-30,Orkney,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,8,22270,988.7995,22.522260579622056
2020-05-30,Lothian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,2706,907580,1723.9554,526.4521344345683
2020-05-30,Tayside,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,1670,417470,7527.0736,55.46245754791079
2020-05-30,Shetland,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,54,22920,1468.0528,15.612517478935363
2020-05-30,Highland,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,337,321700,32565.8759,9.8784384300868755
2020-05-30,Greater Glasgow and Clyde,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,3943,1183120,1104.1419,1071.5289402566825
2020-05-30,Lanarkshire,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,1984,661900,2241.8023000000003,295.2535109808746
2020-05-30,Grampian,COVID-19 patients in hospital,Suspected,Count,19,585700,8735.8564,67.04551599543234
2020-05-30,Forth Valley,COVID-19 patients in hospital,Suspected,Count,36,306640,2643.3061000000002,116.00623930766095
2020-05-30,Lanarkshire,COVID-19 patients in hospital,Suspected,Count,68,661900,2241.8023000000003,295.2535109808746
2020-05-30,Highland,COVID-19 patients in hospital,Suspected,Count,29,321700,32565.8759,9.8784384300868755
2020-05-30,Borders,COVID-19 patients in hospital,Suspected,Count,10,115510,4731.787,24.411496121866854
2020-05-30,Ayrshire and Arran,COVID-19 patients in hospital,Suspected,Count,28,369360,3369.5133,109.61820509804784
2020-05-30,Fife,COVID-19 patients in hospital,Suspected,Count,30,373550,1325.0352,281.9170388831934
2020-05-30,Dumfries and Galloway,COVID-19 patients in hospital,Suspected,Count,17,148860,6426.8724,23.162121594323235
2020-05-30,Scotland,Calls,Coronavirus helpline,Count,197,5463300,77910.79429999998,70.12250419323476
2020-05-30,Scotland,Calls,NHS24 111,Count,7063,5463300,77910.79429999998,70.12250419323476
2020-05-30,Lothian,COVID-19 patients in hospital,Suspected,Count,128,907580,1723.9554,526.4521344345683
2020-05-30,Tayside,COVID-19 patients in hospital,Suspected,Count,12,417470,7527.0736,55.46245754791079
2020-05-30,Grampian,COVID-19 patients in hospital,Confirmed,Count,66,585700,8735.8564,67.04551599543234
2020-05-30,Forth Valley,COVID-19 patients in hospital,Confirmed,Count,10,306640,2643.3061000000002,116.00623930766095
2020-05-30,Highland,COVID-19 patients in hospital,Confirmed,Count,9,321700,32565.8759,9.8784384300868755
2020-05-30,Greater Glasgow and Clyde,COVID-19 patients in hospital,Confirmed,Count,343,1183120,1104.1419,1071.5289402566825
2020-05-30,Ayrshire and Arran,COVID-19 patients in hospital,Confirmed,Count,11,369360,3369.5133,109.61820509804784
2020-05-30,Fife,COVID-19 patients in hospital,Confirmed,Count,62,373550,1325.0352,281.9170388831934
2020-05-30,Tayside,COVID-19 patients in hospital,Confirmed,Count,8,417470,7527.0736,55.46245754791079
2020-05-30,Lothian,COVID-19 patients in hospital,Confirmed,Count,155,907580,1723.9554,526.4521344345683
2020-05-30,Lanarkshire,COVID-19 patients in hospital,Confirmed,Count,69,661900,2241.8023000000003,295.2535109808746
2020-06-01,Ayrshire and Arran,COVID-19 patients in hospital,Confirmed,Count,13,369360,3369.5133,109.61820509804784
2020-06-01,Lothian,COVID-19 patients in ICU,Total,Count,5,907580,1723.9554,526.4521344345683
2020-06-01,Highland,COVID-19 patients in hospital,Confirmed,Count,9,321700,32565.8759,9.8784384300868755
2020-06-01,Greater Glasgow and Clyde,COVID-19 patients in hospital,Confirmed,Count,338,1183120,1104.1419,1071.5289402566825
2020-06-01,Lothian,COVID-19 patients in hospital,Confirmed,Count,156,907580,1723.9554,526.4521344345683
2020-06-01,Lanarkshire,COVID-19 patients in hospital,Confirmed,Count,68,661900,2241.8023000000003,295.2535109808746
2020-06-01,Fife,COVID-19 patients in hospital,Confirmed,Count,64,373550,1325.0352,281.9170388831934
2020-06-01,Grampian,COVID-19 patients in hospital,Confirmed,Count,69,585700,8735.8564,67.04551599543234
2020-06-01,Forth Valley,COVID-19 patients in hospital,Confirmed,Count,9,306640,2643.3061000000002,116.00623930766095
2020-06-01,Western Isles,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,6,26720,3058.7225,8.735673144588958
2020-06-01,Tayside,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,1671,417470,7527.0736,55.46245754791079
2020-06-01,Lothian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,2714,907580,1723.9554,526.4521344345683
2020-06-01,Lanarkshire,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,1987,661900,2241.8023000000003,295.2535109808746
2020-06-01,Shetland,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,54,22920,1468.0528,15.612517478935363
2020-06-01,Orkney,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,8,22270,988.7995,22.522260579622056
2020-06-01,Greater Glasgow and Clyde,COVID-19 patients in ICU,Total,Count,7,1183120,1104.1419,1071.5289402566825
2020-06-01,Scotland,Calls,Coronavirus helpline,Count,476,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,Calls,NHS24 111,Count,3011,5463300,77910.79429999998,70.12250419323476
2020-06-02,Scotland,COVID-19 patients in ICU,Suspected,Count,14,5463300,77910.79429999998,70.12250419323476
2020-06-02,Scotland,COVID-19 patients in ICU,Confirmed,Count,20,5463300,77910.79429999998,70.12250419323476
2020-06-01,Tayside,COVID-19 patients in hospital,Suspected,Count,18,417470,7527.0736,55.46245754791079
2020-06-01,Scotland,Ambulance attendances,COVID-19 suspected patients taken to hospital,Count,183,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,Ambulance attendances,Total,Count,1791,5463300,77910.79429999998,70.12250419323476
2020-06-02,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Negative,Count,101377,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,General,Delayed discharges,Count,738,5463300,77910.79429999998,70.12250419323476
2020-06-02,Scotland,COVID-19 patients in hospital,Confirmed,Count,714,5463300,77910.79429999998,70.12250419323476
2020-06-02,Scotland,COVID-19 patients in ICU,Total,Count,34,5463300,77910.79429999998,70.12250419323476
2020-06-02,Scotland,COVID-19 patients in hospital,Total,Count,1170,5463300,77910.79429999998,70.12250419323476
2020-06-02,Scotland,COVID-19 patients in hospital,Suspected,Count,456,5463300,77910.79429999998,70.12250419323476
2020-06-01,Ayrshire and Arran,COVID-19 patients in hospital,Suspected,Count,28,369360,3369.5133,109.61820509804784
2020-06-01,Dumfries and Galloway,COVID-19 patients in hospital,Suspected,Count,12,148860,6426.8724,23.162121594323235
2020-06-01,Borders,COVID-19 patients in hospital,Suspected,Count,18,115510,4731.787,24.411496121866854
2020-06-01,Tayside,COVID-19 patients in hospital,Confirmed,Count,10,417470,7527.0736,55.46245754791079
2020-06-01,Lanarkshire,COVID-19 patients in hospital,Suspected,Count,57,661900,2241.8023000000003,295.2535109808746
2020-06-01,Highland,COVID-19 patients in hospital,Suspected,Count,23,321700,32565.8759,9.8784384300868755
2020-06-01,Lothian,COVID-19 patients in hospital,Suspected,Count,83,907580,1723.9554,526.4521344345683
2020-06-01,Forth Valley,COVID-19 patients in hospital,Suspected,Count,44,306640,2643.3061000000002,116.00623930766095
2020-06-01,Fife,COVID-19 patients in hospital,Suspected,Count,20,373550,1325.0352,281.9170388831934
2020-06-01,Grampian,COVID-19 patients in hospital,Suspected,Count,6,585700,8735.8564,67.04551599543234
2020-05-31,Tayside,COVID-19 patients in hospital,Suspected,Count,13,417470,7527.0736,55.46245754791079
2020-05-31,Lanarkshire,COVID-19 patients in hospital,Suspected,Count,64,661900,2241.8023000000003,295.2535109808746
2020-05-31,Highland,COVID-19 patients in hospital,Suspected,Count,20,321700,32565.8759,9.8784384300868755
2020-05-31,Lothian,COVID-19 patients in hospital,Suspected,Count,120,907580,1723.9554,526.4521344345683
2020-06-01,Scotland,COVID-19 patients in ICU,Suspected,Count,7,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,COVID-19 patients in ICU,Confirmed,Count,20,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,COVID-19 patients in hospital,Confirmed,Count,736,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,COVID-19 patients in ICU,Total,Count,27,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,Ambulance attendances,COVID-19 suspected,Count,262,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Ambulance attendances,COVID-19 suspected patients taken to hospital,Count,151,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Calls,Coronavirus helpline,Count,194,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Calls,NHS24 111,Count,6531,5463300,77910.79429999998,70.12250419323476
2020-05-31,Tayside,COVID-19 patients in hospital,Confirmed,Count,9,417470,7527.0736,55.46245754791079
2020-05-31,Highland,COVID-19 patients in hospital,Confirmed,Count,9,321700,32565.8759,9.8784384300868755
2020-05-31,Greater Glasgow and Clyde,COVID-19 patients in hospital,Confirmed,Count,338,1183120,1104.1419,1071.5289402566825
2020-05-31,Lothian,COVID-19 patients in hospital,Confirmed,Count,156,907580,1723.9554,526.4521344345683
2020-05-31,Lanarkshire,COVID-19 patients in hospital,Confirmed,Count,71,661900,2241.8023000000003,295.2535109808746
2020-05-31,Fife,COVID-19 patients in hospital,Suspected,Count,17,373550,1325.0352,281.9170388831934
2020-05-31,Dumfries and Galloway,COVID-19 patients in hospital,Suspected,Count,14,148860,6426.8724,23.162121594323235
2020-05-31,Grampian,COVID-19 patients in hospital,Suspected,Count,9,585700,8735.8564,67.04551599543234
2020-05-31,Forth Valley,COVID-19 patients in hospital,Suspected,Count,39,306640,2643.3061000000002,116.00623930766095
2020-05-31,Ayrshire and Arran,COVID-19 patients in hospital,Suspected,Count,27,369360,3369.5133,109.61820509804784
2020-05-31,Borders,COVID-19 patients in hospital,Suspected,Count,17,115510,4731.787,24.411496121866854
2020-05-31,Scotland,Adult Care Homes - Cumulative,Cumulative number of suspected COVID-19 cases,Count,5961,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Adult Care Homes - Daily,Number with current suspected COVID-19 cases,Count,481,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,General,Number of COVID-19 confirmed deaths registered to date,Count,2363,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Adult Care Homes - Daily,Daily number of new suspected COVID-19 cases,Count,4,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,NHS workforce COVID-19 absences,All staff,Count,5739,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,NHS workforce COVID-19 absences,Other staff,Count,2822,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported more than one suspected COVID-19 case,Count,500,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Adult Care Homes - Cumulative,Cumulative number that have reported a suspected COVID-19 case,Count,668,5463300,77910.79429999998,70.12250419323476
2020-06-01,Grampian,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,1278,585700,8735.8564,67.04551599543234
2020-06-01,Forth Valley,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,931,306640,2643.3061000000002,116.00623930766095
2020-06-01,Highland,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,338,321700,32565.8759,9.8784384300868755
2020-06-01,Greater Glasgow and Clyde,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,3949,1183120,1104.1419,1071.5289402566825
2020-06-01,Borders,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,325,115510,4731.787,24.411496121866854
2020-06-01,Ayrshire and Arran,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,1061,369360,3369.5133,109.61820509804784
2020-06-01,Fife,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,836,373550,1325.0352,281.9170388831934
2020-06-01,Dumfries and Galloway,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,260,148860,6426.8724,23.162121594323235
2020-06-01,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Negative,Count,99841,5463300,77910.79429999998,70.12250419323476
2020-05-29,Scotland,General,Delayed discharges,Count,738,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Total,Count,115259,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,15418,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,COVID-19 patients in hospital,Total,Count,1047,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,COVID-19 patients in hospital,Suspected,Count,311,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Ambulance attendances,COVID-19 suspected,Count,217,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,Ambulance attendances,Total,Count,1634,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Count,59649,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Count,633,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,NHS workforce COVID-19 absences,Medical and dental staff,Count,129,5463300,77910.79429999998,70.12250419323476
2020-05-31,Scotland,NHS workforce COVID-19 absences,Nursing and midwifery staff,Count,2788,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,Testing - Daily,Total number of COVID-19 tests carried out by NHS Labs - Daily,Count,2096,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,Testing - Daily,Daily people found positive,Count,18,5463300,77910.79429999998,70.12250419323476
2020-06-01,Scotland,Testing - Cumulative,Total number of COVID-19 tests carried out by NHS Labs - Cumulative,Count,171745,5463300,77910.79429999998,70.12250419323476
2020-04-16,Western Isles,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,6,26720,3058.7225,8.735673144588958
2020-04-15,Western Isles,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,6,26720,3058.7225,8.735673144588958
2020-04-18,Western Isles,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,6,26720,3058.7225,8.735673144588958
2020-04-17,Western Isles,Testing - Cumulative,Cumulative people tested for COVID-19 - Positive,Count,6,26720,3058.7225,8.735673144588958
