date_code,value,variable,official_name
2020-06-11,19,COVID-19 patients in hospital - Suspected,Ayrshire and Arran
2020-06-11,36,COVID-19 patients in hospital - Suspected,Forth Valley
2020-06-11,16,COVID-19 patients in hospital - Suspected,Fife
2020-06-11,0,COVID-19 patients in hospital - Confirmed,Tayside
2020-06-11,0,COVID-19 patients in hospital - Confirmed,Shetland
2020-06-11,0,COVID-19 patients in hospital - Confirmed,Western Isles
2020-06-11,0,COVID-19 patients in hospital - Suspected,Shetland
2020-06-11,0,COVID-19 patients in hospital - Suspected,Orkney
2020-06-11,0,COVID-19 patients in hospital - Suspected,Western Isles
2020-06-11,14,COVID-19 patients in hospital - Suspected,Tayside
2020-06-11,19,COVID-19 patients in hospital - Suspected,Highland
2020-06-11,18,COVID-19 patients in hospital - Suspected,Grampian
2020-06-11,105,COVID-19 patients in hospital - Suspected,Lothian
2020-06-11,46,COVID-19 patients in hospital - Suspected,Lanarkshire
2020-06-12,2794,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-12,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-12,2028,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-12,1685,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-12,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-12,1288,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-12,948,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-12,341,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-12,4000,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-12,0,COVID-19 patients in ICU - Total,Forth Valley
2020-06-12,0,COVID-19 patients in ICU - Total,Grampian
2020-06-12,0,COVID-19 patients in ICU - Total,Fife
2020-06-12,0,COVID-19 patients in ICU - Total,Highland
2020-06-12,0,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
2020-06-12,0,COVID-19 patients in ICU - Total,Ayrshire and Arran
2020-06-12,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-12,0,COVID-19 patients in ICU - Total,Dumfries and Galloway
2020-06-12,0,COVID-19 patients in ICU - Total,Borders
2020-06-12,327,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-12,1086,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-12,883,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-12,261,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-11,261,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-11,882,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-11,327,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-06-11,1288,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-11,948,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-11,1082,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-11,7,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-06-11,0,COVID-19 patients in ICU - Total,Western Isles
2020-06-11,0,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-06-11,0,COVID-19 patients in hospital - Confirmed,Borders
2020-06-11,0,COVID-19 patients in ICU - Total,Orkney
2020-06-11,0,COVID-19 patients in ICU - Total,Lothian
2020-06-11,0,COVID-19 patients in ICU - Total,Tayside
2020-06-11,0,COVID-19 patients in ICU - Total,Shetland
2020-06-11,52,COVID-19 patients in hospital - Confirmed,Lanarkshire
2020-06-11,7,COVID-19 patients in hospital - Confirmed,Highland
2020-06-11,0,COVID-19 patients in hospital - Confirmed,Orkney
2020-06-11,141,COVID-19 patients in hospital - Confirmed,Lothian
2020-06-11,9,COVID-19 patients in hospital - Confirmed,Forth Valley
2020-06-11,57,COVID-19 patients in hospital - Confirmed,Fife
2020-06-11,272,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
2020-06-11,60,COVID-19 patients in hospital - Confirmed,Grampian
2020-06-11,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-11,1685,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-11,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-11,0,COVID-19 patients in ICU - Total,Ayrshire and Arran
2020-06-11,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-11,341,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-11,3995,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-11,2783,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-11,2022,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-11,0,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
2020-06-11,0,COVID-19 patients in ICU - Total,Grampian
2020-06-11,6,COVID-19 patients in ICU - Total,Lanarkshire
2020-06-11,0,COVID-19 patients in ICU - Total,Highland
2020-06-11,0,COVID-19 patients in ICU - Total,Dumfries and Galloway
2020-06-11,0,COVID-19 patients in ICU - Total,Borders
2020-06-11,0,COVID-19 patients in ICU - Total,Forth Valley
2020-06-11,0,COVID-19 patients in ICU - Total,Fife
2020-06-13,6,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-06-13,0,COVID-19 patients in hospital - Confirmed,Borders
2020-06-13,58,COVID-19 patients in hospital - Confirmed,Fife
2020-06-13,0,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-06-13,0,COVID-19 patients in ICU - Total,Shetland
2020-06-13,0,COVID-19 patients in ICU - Total,Orkney
2020-06-13,0,COVID-19 patients in ICU - Total,Western Isles
2020-06-13,0,COVID-19 patients in ICU - Total,Tayside
2020-06-13,135,COVID-19 patients in hospital - Confirmed,Lothian
2020-06-13,0,COVID-19 patients in hospital - Confirmed,Orkney
2020-06-13,50,COVID-19 patients in hospital - Confirmed,Lanarkshire
2020-06-13,7,COVID-19 patients in hospital - Confirmed,Tayside
2020-06-13,0,COVID-19 patients in hospital - Confirmed,Shetland
2020-06-13,56,COVID-19 patients in hospital - Confirmed,Grampian
2020-06-13,7,COVID-19 patients in hospital - Confirmed,Forth Valley
2020-06-13,7,COVID-19 patients in hospital - Confirmed,Highland
2020-06-13,255,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
2020-06-13,1686,Testing - Cumulative people tested for COVID-19 - Positive,Tayside
2020-06-13,6,Testing - Cumulative people tested for COVID-19 - Positive,Western Isles
2020-06-13,54,Testing - Cumulative people tested for COVID-19 - Positive,Shetland
2020-06-13,0,COVID-19 patients in ICU - Total,Borders
2020-06-13,0,COVID-19 patients in ICU - Total,Ayrshire and Arran
2020-06-13,2031,Testing - Cumulative people tested for COVID-19 - Positive,Lanarkshire
2020-06-13,341,Testing - Cumulative people tested for COVID-19 - Positive,Highland
2020-06-13,8,Testing - Cumulative people tested for COVID-19 - Positive,Orkney
2020-06-13,2803,Testing - Cumulative people tested for COVID-19 - Positive,Lothian
2020-06-13,0,COVID-19 patients in ICU - Total,Highland
2020-06-13,0,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
2020-06-13,6,COVID-19 patients in ICU - Total,Lothian
2020-06-13,0,COVID-19 patients in ICU - Total,Lanarkshire
2020-06-13,0,COVID-19 patients in ICU - Total,Fife
2020-06-13,0,COVID-19 patients in ICU - Total,Dumfries and Galloway
2020-06-13,0,COVID-19 patients in ICU - Total,Grampian
2020-06-13,0,COVID-19 patients in ICU - Total,Forth Valley
2020-06-13,15,COVID-19 patients in hospital - Suspected,Fife
2020-06-13,32,COVID-19 patients in hospital - Suspected,Forth Valley
2020-06-13,12,COVID-19 patients in hospital - Suspected,Dumfries and Galloway
2020-06-13,25,COVID-19 patients in hospital - Suspected,Highland
2020-06-13,27,COVID-19 patients in hospital - Suspected,Grampian
2020-06-13,0,COVID-19 patients in hospital - Confirmed,Western Isles
2020-06-13,21,COVID-19 patients in hospital - Suspected,Borders
2020-06-13,26,COVID-19 patients in hospital - Suspected,Ayrshire and Arran
2020-06-13,0,COVID-19 patients in hospital - Suspected,Western Isles
2020-06-13,12,COVID-19 patients in hospital - Suspected,Tayside
2020-06-13,182,COVID-19 patients in hospital - Suspected,Lothian
2020-06-13,49,COVID-19 patients in hospital - Suspected,Lanarkshire
2020-06-13,0,COVID-19 patients in hospital - Suspected,Shetland
2020-06-13,0,COVID-19 patients in hospital - Suspected,Orkney
2020-06-12,17,COVID-19 patients in hospital - Suspected,Ayrshire and Arran
2020-06-12,18,COVID-19 patients in hospital - Suspected,Borders
2020-06-12,22,COVID-19 patients in hospital - Suspected,Fife
2020-06-12,14,COVID-19 patients in hospital - Suspected,Dumfries and Galloway
2020-06-12,0,COVID-19 patients in hospital - Confirmed,Shetland
2020-06-12,0,COVID-19 patients in hospital - Confirmed,Orkney
2020-06-12,0,COVID-19 patients in hospital - Confirmed,Western Isles
2020-06-12,5,COVID-19 patients in hospital - Confirmed,Tayside
2020-06-12,0,COVID-19 patients in hospital - Suspected,Orkney
2020-06-12,0,COVID-19 patients in hospital - Suspected,Shetland
2020-06-12,128,COVID-19 patients in hospital - Suspected,Lothian
2020-06-12,0,COVID-19 patients in hospital - Suspected,Western Isles
2020-06-12,8,COVID-19 patients in hospital - Suspected,Tayside
2020-06-12,13,COVID-19 patients in hospital - Suspected,Grampian
2020-06-12,33,COVID-19 patients in hospital - Suspected,Forth Valley
2020-06-12,43,COVID-19 patients in hospital - Suspected,Lanarkshire
2020-06-12,26,COVID-19 patients in hospital - Suspected,Highland
2020-06-12,0,COVID-19 patients in ICU - Total,Western Isles
2020-06-12,0,COVID-19 patients in ICU - Total,Tayside
2020-06-12,0,COVID-19 patients in hospital - Confirmed,Borders
2020-06-12,6,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-06-12,8,COVID-19 patients in ICU - Total,Lothian
2020-06-12,0,COVID-19 patients in ICU - Total,Lanarkshire
2020-06-12,0,COVID-19 patients in ICU - Total,Shetland
2020-06-12,0,COVID-19 patients in ICU - Total,Orkney
2020-06-12,7,COVID-19 patients in hospital - Confirmed,Highland
2020-06-12,260,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
2020-06-12,138,COVID-19 patients in hospital - Confirmed,Lothian
2020-06-12,51,COVID-19 patients in hospital - Confirmed,Lanarkshire
2020-06-12,57,COVID-19 patients in hospital - Confirmed,Fife
2020-06-12,0,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-06-12,58,COVID-19 patients in hospital - Confirmed,Grampian
2020-06-12,7,COVID-19 patients in hospital - Confirmed,Forth Valley
2020-06-13,950,Testing - Cumulative people tested for COVID-19 - Positive,Forth Valley
2020-06-13,884,Testing - Cumulative people tested for COVID-19 - Positive,Fife
2020-06-13,4004,Testing - Cumulative people tested for COVID-19 - Positive,Greater Glasgow and Clyde
2020-06-13,1288,Testing - Cumulative people tested for COVID-19 - Positive,Grampian
2020-06-13,1087,Testing - Cumulative people tested for COVID-19 - Positive,Ayrshire and Arran
2020-06-13,261,Testing - Cumulative people tested for COVID-19 - Positive,Dumfries and Galloway
2020-06-13,327,Testing - Cumulative people tested for COVID-19 - Positive,Borders
2020-05-03,13,COVID-19 patients in ICU - Total,Grampian
2020-05-03,39,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
2020-05-03,0,COVID-19 patients in ICU - Total,Forth Valley
2020-05-03,8,COVID-19 patients in ICU - Total,Lanarkshire
2020-05-03,0,COVID-19 patients in ICU - Total,Highland
2020-05-03,0,COVID-19 patients in ICU - Total,Borders
2020-05-03,8,COVID-19 patients in ICU - Total,Ayrshire and Arran
2020-05-03,6,COVID-19 patients in ICU - Total,Fife
2020-05-03,0,COVID-19 patients in ICU - Total,Dumfries and Galloway
2020-05-03,0,COVID-19 patients in ICU - Total,Western Isles
2020-05-03,0,COVID-19 patients in ICU - Total,Orkney
2020-05-03,12,COVID-19 patients in ICU - Total,Lothian
2020-05-03,0,COVID-19 patients in ICU - Total,Tayside
2020-05-03,0,COVID-19 patients in ICU - Total,Shetland
2020-05-04,6,COVID-19 patients in ICU - Total,Forth Valley
2020-05-04,13,COVID-19 patients in ICU - Total,Grampian
2020-05-04,6,COVID-19 patients in ICU - Total,Fife
2020-05-04,0,COVID-19 patients in ICU - Total,Highland
2020-05-04,39,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
2020-05-04,6,COVID-19 patients in ICU - Total,Ayrshire and Arran
2020-05-04,0,COVID-19 patients in ICU - Total,Dumfries and Galloway
2020-05-04,0,COVID-19 patients in ICU - Total,Borders
2020-05-04,0,COVID-19 patients in ICU - Total,Western Isles
2020-05-04,0,COVID-19 patients in ICU - Total,Tayside
2020-05-04,14,COVID-19 patients in ICU - Total,Lothian
2020-05-04,7,COVID-19 patients in ICU - Total,Lanarkshire
2020-05-04,0,COVID-19 patients in ICU - Total,Shetland
2020-05-04,0,COVID-19 patients in ICU - Total,Orkney
2020-05-01,13,COVID-19 patients in ICU - Total,Grampian
2020-05-01,44,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
2020-05-01,6,COVID-19 patients in ICU - Total,Forth Valley
2020-05-01,8,COVID-19 patients in ICU - Total,Lanarkshire
2020-05-01,0,COVID-19 patients in ICU - Total,Highland
2020-05-01,0,COVID-19 patients in ICU - Total,Borders
2020-05-01,6,COVID-19 patients in ICU - Total,Ayrshire and Arran
2020-05-01,6,COVID-19 patients in ICU - Total,Fife
2020-05-01,0,COVID-19 patients in ICU - Total,Dumfries and Galloway
2020-05-01,0,COVID-19 patients in ICU - Total,Western Isles
2020-05-01,0,COVID-19 patients in ICU - Total,Orkney
2020-05-01,16,COVID-19 patients in ICU - Total,Lothian
2020-05-01,0,COVID-19 patients in ICU - Total,Tayside
2020-05-01,0,COVID-19 patients in ICU - Total,Shetland
2020-05-02,12,COVID-19 patients in ICU - Total,Grampian
2020-05-02,42,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
2020-05-02,5,COVID-19 patients in ICU - Total,Forth Valley
2020-05-02,9,COVID-19 patients in ICU - Total,Lanarkshire
2020-05-02,0,COVID-19 patients in ICU - Total,Highland
2020-05-02,0,COVID-19 patients in ICU - Total,Borders
2020-05-02,8,COVID-19 patients in ICU - Total,Ayrshire and Arran
2020-05-02,6,COVID-19 patients in ICU - Total,Fife
2020-05-02,0,COVID-19 patients in ICU - Total,Dumfries and Galloway
2020-05-02,0,COVID-19 patients in ICU - Total,Western Isles
2020-05-02,0,COVID-19 patients in ICU - Total,Orkney
2020-05-02,15,COVID-19 patients in ICU - Total,Lothian
2020-05-02,0,COVID-19 patients in ICU - Total,Tayside
2020-05-02,0,COVID-19 patients in ICU - Total,Shetland
2020-04-11,44,COVID-19 patients in hospital - Confirmed,Borders
2020-04-12,44,COVID-19 patients in hospital - Confirmed,Borders
2020-04-10,45,COVID-19 patients in hospital - Confirmed,Borders
2020-04-14,42,COVID-19 patients in hospital - Confirmed,Borders
2020-04-13,41,COVID-19 patients in hospital - Confirmed,Borders
2020-04-07,39,COVID-19 patients in hospital - Confirmed,Borders
2020-04-06,41,COVID-19 patients in hospital - Confirmed,Borders
2020-04-09,46,COVID-19 patients in hospital - Confirmed,Borders
2020-04-08,39,COVID-19 patients in hospital - Confirmed,Borders
2020-04-20,41,COVID-19 patients in hospital - Confirmed,Borders
2020-04-21,39,COVID-19 patients in hospital - Confirmed,Borders
2020-04-19,43,COVID-19 patients in hospital - Confirmed,Borders
2020-04-23,34,COVID-19 patients in hospital - Confirmed,Borders
2020-04-22,38,COVID-19 patients in hospital - Confirmed,Borders
2020-04-16,43,COVID-19 patients in hospital - Confirmed,Borders
2020-04-15,42,COVID-19 patients in hospital - Confirmed,Borders
2020-04-18,42,COVID-19 patients in hospital - Confirmed,Borders
2020-04-17,43,COVID-19 patients in hospital - Confirmed,Borders
2020-05-05,57,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-03-26,5,COVID-19 patients in hospital - Confirmed,Borders
2020-05-04,59,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-03-28,15,COVID-19 patients in hospital - Confirmed,Borders
2020-03-27,6,COVID-19 patients in hospital - Confirmed,Borders
2020-05-01,62,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-30,62,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-05-03,61,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-05-02,61,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-03,34,COVID-19 patients in hospital - Confirmed,Borders
2020-04-02,28,COVID-19 patients in hospital - Confirmed,Borders
2020-04-05,40,COVID-19 patients in hospital - Confirmed,Borders
2020-04-04,36,COVID-19 patients in hospital - Confirmed,Borders
2020-03-30,17,COVID-19 patients in hospital - Confirmed,Borders
2020-03-29,20,COVID-19 patients in hospital - Confirmed,Borders
2020-04-01,29,COVID-19 patients in hospital - Confirmed,Borders
2020-03-31,28,COVID-19 patients in hospital - Confirmed,Borders
2020-04-05,23,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-06,21,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-04,20,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-08,20,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-07,16,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-01,20,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-03-31,21,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-03,19,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-02,19,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-14,19,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-15,20,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-13,23,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-17,19,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-16,20,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-10,24,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-09,22,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-12,24,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-11,25,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-04-29,31,COVID-19 patients in hospital - Confirmed,Borders
2020-04-30,31,COVID-19 patients in hospital - Confirmed,Borders
2020-04-28,32,COVID-19 patients in hospital - Confirmed,Borders
2020-05-02,27,COVID-19 patients in hospital - Confirmed,Borders
2020-05-01,30,COVID-19 patients in hospital - Confirmed,Borders
2020-04-25,34,COVID-19 patients in hospital - Confirmed,Borders
2020-04-24,34,COVID-19 patients in hospital - Confirmed,Borders
2020-04-27,34,COVID-19 patients in hospital - Confirmed,Borders
2020-04-26,34,COVID-19 patients in hospital - Confirmed,Borders
2020-03-28,13,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-03-27,13,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-03-30,16,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-03-29,15,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-05-04,25,COVID-19 patients in hospital - Confirmed,Borders
2020-05-03,25,COVID-19 patients in hospital - Confirmed,Borders
2020-03-26,11,COVID-19 patients in hospital - Confirmed,Dumfries and Galloway
2020-05-05,26,COVID-19 patients in hospital - Confirmed,Borders
2020-05-05,5,COVID-19 patients in ICU - Total,Fife
2020-05-05,0,COVID-19 patients in ICU - Total,Forth Valley
2020-05-05,0,COVID-19 patients in ICU - Total,Dumfries and Galloway
2020-05-05,32,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
2020-05-05,13,COVID-19 patients in ICU - Total,Grampian
2020-05-05,0,COVID-19 patients in ICU - Total,Borders
2020-05-05,8,COVID-19 patients in ICU - Total,Ayrshire and Arran
2020-05-05,0,COVID-19 patients in ICU - Total,Tayside
2020-05-05,0,COVID-19 patients in ICU - Total,Western Isles
2020-05-05,0,COVID-19 patients in ICU - Total,Shetland
2020-03-26,14,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-05-05,10,COVID-19 patients in ICU - Total,Lanarkshire
2020-05-05,0,COVID-19 patients in ICU - Total,Highland
2020-05-05,0,COVID-19 patients in ICU - Total,Orkney
2020-05-05,18,COVID-19 patients in ICU - Total,Lothian
2020-04-18,81,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-19,91,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-17,82,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-21,87,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-20,95,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-14,72,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-13,67,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-16,79,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-15,72,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-27,68,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-26,66,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-29,61,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-28,66,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-23,78,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-22,79,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-25,69,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-24,69,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-01,32,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-02,39,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-03-31,37,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-04,47,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-03,45,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-03-28,20,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-03-27,19,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-03-30,34,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-03-29,28,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-10,62,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-09,63,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-12,62,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-11,62,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-06,49,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-05,46,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-08,63,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-07,55,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
2020-04-24,0,COVID-19 patients in ICU - Total,Orkney
2020-04-25,0,COVID-19 patients in ICU - Total,Orkney
2020-04-23,0,COVID-19 patients in ICU - Total,Orkney
2020-04-27,0,COVID-19 patients in ICU - Total,Orkney
2020-04-26,0,COVID-19 patients in ICU - Total,Orkney
2020-04-20,0,COVID-19 patients in ICU - Total,Orkney
2020-04-19,0,COVID-19 patients in ICU - Total,Orkney
2020-04-22,0,COVID-19 patients in ICU - Total,Orkney
2020-04-21,0,COVID-19 patients in ICU - Total,Orkney
2020-03-20,0,COVID-19 patients in ICU - Total,Shetland
2020-03-21,0,COVID-19 patients in ICU - Total,Shetland
2020-03-19,0,COVID-19 patients in ICU - Total,Shetland
2020-03-23,0,COVID-19 patients in ICU - Total,Shetland
2020-03-22,0,COVID-19 patients in ICU - Total,Shetland
2020-04-29,0,COVID-19 patients in ICU - Total,Orkney
2020-04-28,0,COVID-19 patients in ICU - Total,Orkney
2020-03-18,0,COVID-19 patients in ICU - Total,Shetland
2020-04-30,0,COVID-19 patients in ICU - Total,Orkney
2020-04-07,0,COVID-19 patients in ICU - Total,Orkney
2020-04-08,0,COVID-19 patients in ICU - Total,Orkney
2020-04-06,0,COVID-19 patients in ICU - Total,Orkney
2020-04-10,0,COVID-19 patients in ICU - Total,Orkney
2020-04-09,0,COVID-19 patients in ICU - Total,Orkney
2020-04-03,0,COVID-19 patients in ICU - Total,Orkney
2020-04-02,0,COVID-19 patients in ICU - Total,Orkney
2020-04-05,0,COVID-19 patients in ICU - Total,Orkney
2020-04-04,0,COVID-19 patients in ICU - Total,Orkney
2020-04-16,0,COVID-19 patients in ICU - Total,Orkney
2020-04-15,0,COVID-19 patients in ICU - Total,Orkney
2020-04-18,0,COVID-19 patients in ICU - Total,Orkney
2020-04-17,0,COVID-19 patients in ICU - Total,Orkney
2020-04-12,0,COVID-19 patients in ICU - Total,Orkney
2020-04-11,0,COVID-19 patients in ICU - Total,Orkney
2020-04-14,0,COVID-19 patients in ICU - Total,Orkney
2020-04-13,0,COVID-19 patients in ICU - Total,Orkney
2020-04-15,0,COVID-19 patients in ICU - Total,Shetland
2020-04-16,0,COVID-19 patients in ICU - Total,Shetland
2020-04-14,0,COVID-19 patients in ICU - Total,Shetland
2020-04-18,0,COVID-19 patients in ICU - Total,Shetland
2020-04-17,0,COVID-19 patients in ICU - Total,Shetland
2020-04-11,0,COVID-19 patients in ICU - Total,Shetland
2020-04-10,0,COVID-19 patients in ICU - Total,Shetland
2020-04-13,0,COVID-19 patients in ICU - Total,Shetland
2020-04-12,0,COVID-19 patients in ICU - Total,Shetland
2020-04-24,0,COVID-19 patients in ICU - Total,Shetland
2020-04-25,0,COVID-19 patients in ICU - Total,Shetland
2020-04-23,0,COVID-19 patients in ICU - Total,Shetland
2020-04-27,0,COVID-19 patients in ICU - Total,Shetland
2020-04-26,0,COVID-19 patients in ICU - Total,Shetland
2020-04-20,0,COVID-19 patients in ICU - Total,Shetland
2020-04-19,0,COVID-19 patients in ICU - Total,Shetland
2020-04-22,0,COVID-19 patients in ICU - Total,Shetland
2020-04-21,0,COVID-19 patients in ICU - Total,Shetland
2020-03-29,0,COVID-19 patients in ICU - Total,Shetland
2020-03-30,0,COVID-19 patients in ICU - Total,Shetland
2020-03-28,0,COVID-19 patients in ICU - Total,Shetland
2020-04-01,0,COVID-19 patients in ICU - Total,Shetland
2020-03-31,0,COVID-19 patients in ICU - Total,Shetland
2020-03-25,0,COVID-19 patients in ICU - Total,Shetland
2020-03-24,0,COVID-19 patients in ICU - Total,Shetland
2020-03-27,0,COVID-19 patients in ICU - Total,Shetland
2020-03-26,0,COVID-19 patients in ICU - Total,Shetland
2020-04-07,0,COVID-19 patients in ICU - Total,Shetland
2020-04-06,0,COVID-19 patients in ICU - Total,Shetland
2020-04-09,0,COVID-19 patients in ICU - Total,Shetland
2020-04-08,0,COVID-19 patients in ICU - Total,Shetland
2020-04-03,0,COVID-19 patients in ICU - Total,Shetland
2020-04-02,0,COVID-19 patients in ICU - Total,Shetland
2020-04-05,0,COVID-19 patients in ICU - Total,Shetland
2020-04-04,0,COVID-19 patients in ICU - Total,Shetland
2020-03-30,29,COVID-19 patients in ICU - Total,Lothian
2020-03-31,32,COVID-19 patients in ICU - Total,Lothian
2020-03-29,24,COVID-19 patients in ICU - Total,Lothian
2020-04-02,35,COVID-19 patients in ICU - Total,Lothian
2020-04-01,33,COVID-19 patients in ICU - Total,Lothian
